userName,Review
Nia Kurniasih,developer untuk aplikasi tokopedia kenapa kami tidak bisa menginstal aplikasi tokopedia mohon untuk di benar lagi iya
heru xsia,good
Zaenal Arifin,saya ingin usul fitur tambah seperti blokir toko jangan produk dari toko ini
Gablu 03,sangat bantu
Asfa Beke,baru donlondbelum transaksi apasaldo dana saya hilang tolong kmblikn dana saya
Agus Satriawan,kenapa akun saya tidak dapat gratis ongkir lagi sekarang seperti ini atau akun saya yg masalah padahal sudah sering order lalu tokped yg lalu msh ada gratis ongkir ny tolong donk kasi faham atau harus buat akun baru lagi
Ajis Gagap,banyak diskon
Arkha Putra,sangat muas pokok blanja di tokopedia
E S,tokpednya bagus sayang jasa kirim mitra tokped buat gratis ongkirnya yg buruk mending ke app belah
Iwan Saputra,bgus
Ade Muchtar,mantap bayar lwt dana lebih mudah
Muhammad helki Helki,sangat cepat dan aman
Tasya Putri lintang,toped saya kecewa isi e money dengan status hasil tapi saldo tidak ubah masih tetap saldo awal gimana nih toped cerah nya
Zebs Channel,mantap
Sam Paryono,sangat bantu
Aries Mandar,saya belanja di tokpedia jual tidak bisa di hubung dengan bayar lalu account va
Meidianto,ini dapat respon lagi minta ngaku terima barang padahal barang nyasar entah mana komplen tidak di respon serius terus minta keliling lingkung sekitar cari barang kita bagai beli tokopedia nih yg mau belanja pikir kali deh atau bagi kalian yg senang tokopedia saran saya cod saja barang nyasar kita bisa cuek saja yg tidak bisa cod pikir kali deh percaya tokopedia care tidak bantu
Er Wiji,mantaaap
Marthinus Siampa,sangat mudah guna
fransiskus civil,sorry tokopedia service layan nya sekarang makin lama harga mahal di banding platform belah moga di peaiki ke depan nya
Akun FF,kurir pada bego map udah ada kurir langgan malah di ganti mana paket saya belum nyampe nyampe lagi
Mohammad Aliffian Dhedi,layan berku ang tidak baik belum marger goto terima kasih
Siska Mahalini,layan burukrespon lama untuk hubung csnyasekali balas tidak bisa di hubung
aa inet,oke mantap kirim cepat
M.Naufal Firwansyah T.,entah app ini udah mati apa gimana dua kali beli gagal mulu mana refundnya potong admin haduh
Riski Febriyan,jasa kirim lot jika banding dengan aplikasi orange ongkos kirim terlalu mahal meski sudah dapat gratis ongkir
bonte.tea22@gmail.com bonte,cukup bisa di andal moga amanah
Supriyanto,good
"M LINA KUSDARINI, SH",mantap
Mochamad Arifin,alhamdulillah
Darsih Yuliana,bagus banget sesuai sen
War Sono,bagus murah sangat bantu terima kasih tokopedia
Joko Ferdian,tolong adakan fitur hapus chat
Soenjaya Manaf,layan lindung konsumen sangat baik
Arif Hidayat,good keren abis mudah sekali rasa seperti ini mudah dalam transaksi seperti layang di udara
DIMZ DHIMAZ,aplikasi nya mahal bener pilih metode bayar nya juga kadang ngebug
Raihan Azhar,mantap kalo pake tokopedia lebih murah udah gitu dapet tambah voucher lagi
Zaskia Tahalua,bagus ini di kasih rating rendah ih padahal bagus loh tokped nya selalu ada notifikasi dari tokped kalau ada yang promo terus tokped nya itu loh lengkap banget buat cari barang yang di suka kita sendiri lengkap rumah lengkap sekolah dll itu ada semua di tokped gila sih kalau di kasih rating rendah bagus ini loh padahal semangat iya tokped
Subhan Munadi,mantap
Unggul Basuki Primajaya,saya edit ulas dari bintang jadi bintang kenapa pilih menu yg banyak jadi hilang hanya ada tampil rekomendasi untuk saya saya harus log dulu baru muncul menu yg banyak itu
Diya Winahyu,transaksi hasil
arfa uum,aku belanja sini kok tiba tiba batal pihak iya aku pernah salah ngasih telpon tapi kan saya sudah pearui dan kasih tau alas kenapa apakah aku tidak boleh belanja lagi kok aku belanja beberapa kali batal terus whay
Ryo Imam Santoso,di tanya diskusi tidak bisa terang selalu koneksi internet padahal internet stabil tolong di peaiki admin saya kasih bintang tiga nanti kalau sudah atas baru saya kasih bintang
MEO NAKBESI Savetalan (Meo nakbesi),g bisa cod
Kampret 500,keren
Destini,layan
Aril Arifin,rekomendasi banget buat mula yang ingin coba apk nya bagus banget fiturnya juga lengkap
Dessy Yulandari,banyak banget diskon
resa aditya,sabgant buagussss
Utta,banyak bug asli
Wijaya Jati,mudah dan cepat
Dian Doank,kenapa saya tidak bisa update tokped
Nur Hafizah,bagus dan banyak diskon yg didapet lama tanggal kembar mau pun tiap
Toni Rianto Manik,coba yang te
Rudi Firmansyah,good
Mahmud Mud,oke moga amanah dan sukses
Andika Syahrul R,nice
Sepul Khudori,kenapa sekarang tidak pernah ada diskon tiap bulan
Gagak Rimang,well good
eka kodrat,oke
Yusuf Karnaen,terima kasih
Yudhi Kartika,begitu mudah dan cepat
Hanaa,untuk aplikasinyasaya suka sii udah bagus tapi tolong lebih perhatiin ekspedisi yang kalian pilih ekspedisi hampir sering tokopedia ini pake jne lelet banget info di gerai lokasi tidak di kirim ke tmpat saya lebih dari estimasi se di jalan di kantor kek mana lha kalen kerja nih hah bilang alamat tidak temu kalau gatau jalan bisa call saja saya juga udah cantumin nomor ngeles terus jne ini suka apk nya tapi bikin males kalau ngadepin ekspedisi bgni terus
Nabil Habibul illah,gak bisa ubah nama toko kurang yang sangat pengaruh pada guna seller yang baru mulai usaha aku harap ada solusi bisa rubah nama domain toko
Abas Purbasari,lambat
Haris Priyanto,oke lah bosss
Aeni Mutiara,oke
Azka Nabila,keren
Fikri Rizal,mantap
Ramdan alfarizi,baik evaluasi ekspedisi nya kalau gin terus saya pindah ke toko oren
Su Gianto,sangat bagus
salfanoadinugroho,rada cepetan dikit kirim nya
Hendra Sitinjak,tokopedia mantap
Was ripah,good
Dono las,sukses seelalu
Al Yon,god job maaaanab
Sigei Parana Channel,mudah di paham
Alvino H,sekarang pelit tokopedia tidak ada vocer potong harga
Toko Cianjur,bagus layannan nya
Berbagi Chanell,mau masuk ke toko blank putih berat di infinix note
DAFA Yudistira,gaor
Isan Hubidoy,puas belanja di toko media
Afifaldi,selalu muas
Heri Susanto,bagus
adrianus sadi,mantap betul
karim dozen98,sangat mudah segala
Arul,mantap sudah tadi agak lambat responnya
walet66 6626,mantab
Dita Juwita,belanja tokopedia
eka priyatna,tari dana dari akun tokped ke rekening pribadi tidak ringkas shopeepay sangat beelit di tokped di shopee kurang sudah masuk rekening
Muhammad Arif ikhsanudin,jos
Tejo netral Wae,susah masok
Razkazz Ajah,bintang dulu soal kupon potong sekarang kosong mulu gx seperti belum
Mega Rachman,top banget
lixvzy,tolong dipeaiki dan dioptimasi lagi hp suka blackscreen kalo pencet cari dan aplikasi terlalu berat untuk hp lama
Ikun Pakenovan,aku unisntall karena ongkir mhl lebih murah si orange
Eva Febriyani,jir banyak banget yg murah murah
Black Noir,aneh tiba tiba logout sendiri habis masuk ulang ke aku malah diskon hilang padahal harus se lagi
Hari Ini,pesan saya berat cuman kg kok bisa masuk kirim kargo alhasil jadi mahal
Dwi W,produk tidak pernah kecewa
Gus Gunawan,bagus dan sangat bantu
alnap muldiansyah,apikasinya jadi kurang aksesibilitas bagi guna screen reader
Irsan Santoso,keren sih asli
Riviandhika Septama Putra,lancarr
HERI PUTRA,sangat puas guna aplikasi tokopedia ini sangat mudah dan gampang untuk di paham saya heri dan terima kasih psht jayaaaa
Pengguna Google,muat nya sangat sekali tolong segera di peaiki iya pk terima kasih
korak,fitur search image tidak ada
aris fadli,mayan
Fahmi Revinda Permadi,barang di retur oleh pihak jual dan beli belum terima pesan atau telvon dari
Mat Saih,bagus
dewi ningrattri,tokopedia top sangat bantu
Gandeng Gandeng,sulit untuk chat kendala aplikasi yang taut dengan tiktop shop dan tokopedia akun lama yang sudah hapus sulit rubah ke akun baru akun lama masih taut kalau bisa mudah ada tombol lepas taut biar tidak ada kendala apabila aku lama hp sdah tidak pakai
buana senja,alam belanja nyg kurang muas tokopedia care hubung hanya jawab ai lihat kerja begini harga saham goto akan sulit kembali ke harga ipo
Sirait group chanel,tolong dong tokopedia ekpedisi jne dan toko yang kurang respon dan asuransi barang spertinya tidak jalansaya alami barang saya rusak sudah saya complen tpi tdak ada tanggap dari tokopediasaya pelang setia jadi kecewa
Suci Aberdi,layan baik
Zaenal Abidin,bagus murah riah
Ember Bocor,sayang tidak ada layan customer service dari pihak tokped untuk customer
jack sparrow,mohon di buat untuk nilai jasa ekspedisi soal ada beberapa ekspedisi si kurir main lempar saja paket ke dalam geang rumah padahal orang nya ada
Devita Gevgi,makin keren nih tokped transaksi sangat mudah
Dzakwan Dzakwan,keren
galuh banjar,best baget
Ndak tau Mboh,bagus juga nih aplikasi
Lintang Aster,moga tetap begini tokped saya suka dan moga paylater saya terima agar manfaat
Jupri,sangat bantu
W. Irawan,aplikasi belanja yang komplit harga jangkau
yan setia,makin kesini buka makin bagus malah makin tidak jelas
salim Munawir,makin kesini alami turun kata cari sering miss
RAYHAN 78,oke
hanan 2025,proses cepatdan terin garansi apabila barang hilang
Nadia Salsabila,admin kenapa pas daftar affiliate ada tulis server eror yaaa
Oby Faraby,selalu ada yg teaik dari yg baik
Aprian_ Syah,puas banget sama aplikasi
Admin Balindo,sangat bantu
Udi Raswadi,barang yg di terima selalu cocok dengan yg di tawarkanserta banyak pilih harga
Isma Ufah,bagus
ADAM GENDUT,apik
Sarti Manis,cukup baik
syaeful eka,good
Abdullah,tolong doonggg mudah transaksi cod untuk semua item masalah gak semua orang punya mbanking saya dan anggota tim proyek orang cuman yg punya mbanking
Edo Kehi,good
Abdillah,apk andal banget mudah guna dan aman percaya deh
Abdus Shomad,mantaps
Ulil tea Ulil,mantap tokopedia saya sangat puas belanja di sini sangat mudah di erti
Frida Juli Kristanto,mantap
Sukmo sejati,oke baru mau coba mudah mudah bisa di andal dan amanah
emmi ommi,pokok bintang dulu
Kreatif DIY Unik,promo nya mana
Mas Tadho,tempat belanja mudah dan cepat
rz mal,jadi lebih mudah bayar
Arsyad Zzz,kenapaa refund nya lama lebih dari x
Arjun Akbar,sangat bagus
Nabyan Syaputra,super bagus produk lokal
Sukar Min,murah
Nova Zaufi,belanja barang dari tanggal mei sampe sekarang tanggal paket saya belum datang malah ada status terima tidak rasa mes barang padahal saya pesan barang tolong dong ada fitur pilih jasa ekspedisi biar gak kapok lagi ama ekspedisi j
Rahman Doni,kok apliksinya tidak bisa buka yah
Gedmi Handayani,barang -barangnya banyak diskon
mus rini,bagus
Bagus wahyu,jangan kasih kendor
Pudji Setya,iya oke lumayan bantu dalam belanja
alwi nurhakim,far good
Muhammad Firhaz,buruk sekarang gratis ongkirnya harus ikut plus gak kaya dulu
Rachmad Darmanto,benar aplikasi sudah bagus tetapi layan kurir saja yang buat jengkel mohon untuk bisa tingkat kok bisa ada multi kurir paket saya oper dan lebih waktu estimasi pesan sampai mungkin ini akhir kali saya pakai tokopedia terima kasih
amang kk,oke
Pororo Blackpink,bisa beli shopkins sih kalo punya banyak duit
Dayat Yuwono,proses cepat
Ibnu Hazar,jangan update mulu cape tau
RoyTroy 78,mantap
Dewi Mega Wati,terima kasih iya toped atas layan yg best always sukses terus iya
Ginanjar Rasyidy,tulis gratis ongkir tapi tiap saya mau checkout tetap kena ongkir normal bahkan diskon pun tidak semua toko barang sama saja saya coba payment gopay atau virtual account bank sama saja bagaimana ini tokopedia saya pakai shopee kalo bilang gratis ongkir iya gratis tidak pernah kecele seperti ini mohon jelas nanti saya tambah bintang ratingnya
Fahrigntng B aja,suka banget smoga depan bagus
Muhammad Daffa Dinurrohman,telah lama akun gak login pas login malah data transaksi yang dulu hilang sama wishlist toko yang ikut juga hilang padahal itu guna banget buat guna biar nyari barang yang ingin gak susah ini malah hilang semua mau download data pribadi tapi pandu di aplikasi masih aplikasi yang lama sedang guna udah pake aplikasi baru ini gimana tokopedia hadeeeh
Akun ku ini,terima kasih
Danu Jaya,dari dulu dudah hampir teyep belanjs sini
adit Aditya,baru coba moga layan bagus dan muas
Nyamik,saya sudah beli di toko ini banyak kali barang cukup bagus emas juga tidak tidak jl
Adhi Tama,teaik
Zainab Putri,sangat bantu
nurul qiptiyah,harga murah meriahbanyak promo
Sahrul Jpot,baik
not bad,lumayan bagus
Andrik Susilo,mantappp
Sutris No,oke
Ridwan.,toko online teaik di indonesia
Nur Kholis,sebenernya saya suka blanja di tokpedmalesnya jalo pas ktmu expedisinya yang jnebisa lima sampai se baru sampaipadahal dari toko daerah yang sama kalo jt sudah sampaiwalupun co di libur tgl merahtiga rata sudah sampaikalo bisa jngan lah kasih kirim jne sangat lama
Nasori Bnn,good
Yovita Cornelia Stassen,dulu pernah alih dari si oren ke tokopedia karena diskon banyak dan lebih murah tapi kenapa sekarang kasi voucher nya jarang banget
Kritz,sep gercep lgsg benar
Aruminingsih,kirim barang sering lama
PanDan,masalah pada pesan saya tidak langsung di proses sudah mau bulan belum selesai
Dhany Fvnky,gak bisa cod di luar pulau jawa kalo bisa saya tambahin
Kiong tan,terima kasih pak toped
Dadang Rahman,far belanja di tokped tidak pernah ngerasa tipu paling kadang kurir saja yang bikin marah
jen jen,nice good thanks
heri yoto,oke
Takera4911,top markotop
ian Setiawan,perfect
Igris Kaisel,mudah banget good job
Irwan Syah,mudah ingat dan lebih sahabat
Agus Setyawan,bagus sangat bantu
Bang Tang,toko dia bagus hanya sayang proses kirim terlalu lama lalu ada toko yang kurang ajar pesan apa yang di tidak sesuai sehingga saya alami rugi konplain tapi tidak ada tanggap pesan saya barang dengan harga tapi yang di kirim barang dengan harga jika jumlah pesan hanya atau pcs itu tidak masalah tapi pesan saya jumlah pcs sampai sekarang tidak ada niat baik jual moga tokopedia bisa nyaring para pnjual nkal nm baik tokopedia lm lm bisa hancur
Tatiek Ariffin,kenapa halaman home jadi tidak seperti biasa yamo bayar pdam bpjs jadi tidak bisaaaa
Saefi Alwi,lumayan
har yono64,tokopedia emang yg teaik
Dedy Setiawan,yongkrut
hary inzaghi,lama pakai tokopedia gak ada kendala dan aman aman saja moga lama kaya gin
Andres Dres,toko dia oh toko dia kenapa akhir ini banyak seller toko yg nakal trutama yg jual barang pre order gak sesuai yg di tawar produk dengan iming harga murah tapi tidak sesuai yg jualtolong di tidak iya biar tidak banyak koan lagi
Rahma Fitria,mantap
Febry Hariyanto,kalo mau complain masalah kurir iya ke pt expedisi nya lah kocak masa ke toko wkwkwkwk lawak
Muhamad Azis samsi,good tokopedia mauuntap
Thio Harianto,mantap
Milk,sorry judgemental app really trusted fairplay
Cecep Abdul Karim,mantap
Azka Karin,wow layan bagus sekali
Sabri (Kelas Diet Online),good
Muhammad Fahmi Azzikri,god sangat mudah dlm beelanja
Eko Prasetyo,mudah untuk proses
Safwan Nhona,bagus
Ben- G,mohon lampir telp bagi cs tokopedia agar kita dapat hubung karena tokopediacare tidak jelas sudah ber- tidak ada responnya ke chat jual lebih untung yang oleh tokopedia salah satu adalah dari hasil jual lapak yang jual di tokopedia tetapi ketika ada masalah urgent tidak di respon
Abdul Rohman,semenjak gabung dengan belah promo kupon jadi turun performa aplikasi juga lot yg dulunya ringan enak sat set sekarang malah lamban
Rey Askar,wokeh
Japra Chanel,baru coba pake tokped biasa pake yg sebelahpengirimannya lamacouriernya malascuma telpon tidak sampe kerumahtelpon tidak ke angkat lapor di aplikasi
Sri Herykartini,murah
Dipra Kesuma,apk merchant yang oke untuk saat ini
Banana Oren,online shop teaik di indonesia cuman tokopedia itu saja titik
Zulfikar Rafif,sangat bantu
Aigis Aegis,belanja mudahjadi resaler mudah
Nana Mulyana,ini kenapa tampil beranda nya hilang semua pasilitas top dan yg lain
dimas Firmanza,baikk
ando w,refund lama
Nick Abimanyu,terima kasih tokopedia atas layan yang lama ini telah bantu saya dalam usaha
nabila Nadzif,mantap
yogi pramono,buka produk di aplikasi kenapa jadi lelet lot iya
adzinur nugraha,pada mahal ongkirnya
Ilham Nazhril,oke
Riski Hidayat Nasution,ini kenapa jadi kek gin tampil nya mau beli pulsa atau token listrik mana coba
Nandang Rochaendi,mantap
Mr Zul,mantap
Zhrotuu,mau daftar affiliate tapi tidak bisa karena sistem nya eror gimana sihh
Abun,mantap
Aga Damian,oke tidak ribet
Ipank Putra,di sini mayan lengkap sih dari pada toko lain tapi yang gak aku suka adalah kirim lama pesan dari tanggal sampai tanggal blum sampai
Zaman Aneh,lengkap barang
Edi,telah checkout tidak bisa ganti metode bayar harus batal dulu dan telah batal daftar keranjang kosong dan harus cari lagi
Abdul Aziz Muslim,proses cepat dan mudah
Iyus Wxb,oke
Yefi nuraufa,goodgoodgood
Globe Heart,oke
Christof Justin Hutabarat,sangat bantu
Zaenal Arifin,oke
Nugroho Adi,mantap betul
Dani,sangat bantu
Wanono aza,elektronic
PC Bodol,gimana tidak bisa pilih kurir spesifikasi pindah belah kalau gitu
Ipan Ipan,transaksi mudah
Erna Wati,mantaaf
Rai Official,sangat membantucuma sekarang aplikasi jadi lot
Selna Austin H,mana voucher diskon yang kau janji itu ha peeeet tokpeettt
Yulianto Saputro,iya oke lah
Suhandik Bojonogoro,dengan toko dia semua masalah dapat mudah dapat solusi
Lukman Haqim,diskon pelit buruk
Adit Hermawan,saran kepada developer untuk tampil awal lebih baik di balik seperti belum karena untuk cari seperti beli pulsa gopaygopaylater dan bagai kita bagai guna sulit cari terima kasih
okky prasetya,telah di update ui homenya makin aneh mana menu pilih bayar bpjstoken listrik pulsa siapa sih yg ngide ilangin tampil kira biar fresh gt kgakkkkkk kembaliin ui lama saja
21.013 Donny Samudera,tolong dong tokped kalo cari partner kerja sama dgn kurir jangan asal asal liat nih masa partner sama id express kurir nya maling paket barang sayaseolah olah sudah di foto dan barang tiba untung ada cctv di rumah
Siti Mariam,mantap olshop yg rekomendasi
Alexandro Jr,good
Agustin Ragil,top
Fenixx Queen,masalah di sama pilih metode bayar selalu error
yuana haryono75,tokopedia emang bantu masyarat
Zainal Arif,tampil kok jadi kayak ginitampilan home dan pilih menu nya mana semua ini
angga putra kusuma,good job
Quenzi liee,tokopedia gopay love
Alex Setiawan,makin update sering banget makin buruk tampil dan systemnya kalah sama toko belah
Herry Cs,oke
Agus Sudrajat,kenapa iya sering crashapakah hp saya
slamet hari siswanto,cepat mudah gak ribet moga aman di dana
Mrs Tò,tokopedia
arieffianto wibowo,kayak sudah waktu pindah ke aplikasi lain ongkirnya sudah tidak masuk akal
Alun Samudra,sementara pindah sop duludi sini ninja express gak komitmen kirim sesuai tenggat waktu tapi komplain abai admin tokped
Nor Ifindi,peaiki layan toko masuk kurir
Barat Asyekk,bagus belanja disni aman amanah dan pasti barang terin bagus
Raisya Gultom,jauh ini masih oke thanks yaa
Mulia HasibuanSiak,layan percaya
Iqbal Syauqie,tidak ada ongkir
sapto abdullah,sangat sesuai dan muas terima kasih
Pengguna Google,terlalu mahal biaya layananan alfa
Ali,tingkat kualitas layan dan informasi kepada konsumen
Adi Nur,kenapa saya tidak bisa daftar tokopediacard
Bintang Narisky,mantap
dharma UD TRUCKS,saya sepakat dengan deskripsi belum saya bahwa expeditur itu juga buah sumber masalah walaupun akan akan ada diskon ongkir atau free sekalipun tetapi bila barang yang beli itu hanya muter muter sekitar dan bahkan tokopedia jembatan dengan tambah waktu sungguh sangat sayang dan tidak ajar dari aplikasi lain yang sepi gegara hal yang sama harus anda ubah dan bisa sikap
Robi Robi,oke
franky nataluna,bintang bicara keluh dari lebih di gercep hotline -wa untuk adu dapat di tampil -pengaduan lewat cs komputer tidak tolong terima kasih
Azlan Rizwan,okkeey bagus
Rusdi Antang,moga tokopedia depan makin teaik
denox denoxd,mantaapppp gan
Abdul Wahab Wahab,belanja mudah semua butuh sedia walaupun yg susah cari
Login Epep,bagus
Habib Muhamad Furqon,kenapa dihandphone saya error terus iya tidak mau nge buka
Thomas Wilson Sujanto,tolong laa jgn maksa banget buat updet ganggu banget dah sumpah
Hector Brilian,baru pertama kali belanja online di tokopedia moga bisa bantu saya
Nazril iman,tidak bisa di download tidak nyaman banget ni apk
Adehermawan Hermawan,fbnr nih toko pediasngt cepat prosesnyasngt bantu sekali
bayu Sinatra,mantap dan sangat muas
Nurul Rahma,harga barang jangkau dan kualitas cukup bagus
Rude Aquarius,sangat puas
Taufik Ibrahim,sangat bantu
Budi Haryanto,kenapa sekarang tidak bisa cekout
Percetakan sya'ban printing Mandala (Sya'ban printing mandala),mantep
Bung Nahri,update tearu kurang bagus transaksi wishlist dll udah pindah ke kolom profil eh kolom profil kalo kita sudah scroll sampe bawah susah banget untuk kembali k atas harus scroll manual lagi ribet yg dulu lebih ringkas dan mudah loh padahal
Coach Rifki,makin buruk saya transaksi isi gopay dari buah mobile banking error samapi skrng uang saya belum balik waktu itu juga beli kuota data dari toped juga error toped gopay error di akun saya syukur alhamdulillah sudah hasil saya tambah jadi bintang dari bintang
Arif muhammad Iqbal,batal otomatis terlalu lama lebih estimasi tiba pesan kadang ada beberapa toko yg otomatis proses beli dan tidak layan lama beberapa sampai tanggal batal otomatis dari sistem saya yg bayar pake gopay itu rasa rugi karna uang tahan dan batal otomatis pun harus chat jual dan betul jual tidak balas chat sampai batal otomatis saya udah x ngalamin hal seperti ini bagai beli yg bayar duluan saya rasa rugi di sini
Sukri Flas,saya sangat senang belanja di tokopedia
Siti Nurzanah,good bangettt tokopedia
Nur Hidayat ST CIVIL,oke
Haryanto,lama saya belanja di tokopedia barang selalu selalu di skripsi dan ori semua
Muhammad Amin,sangat bagus dan amanah
Satriameri Jalilsalman,yah oke mantap banget gan
Abu Ubaidah,alhamdulillah toko dia banyak diskon
Cak Doy,praktis mudah cepat pasti mantap bosq
Jay,kerennnnn
vincent derozari,sangat manfaat bagi orang yang tinggal jauh dari kota besar
Kiki Gozali,mantapppppp
Yusuf Arif,admin tokopedia lagi error yah kq suruh refresh mulu
Abd Rohim,aduh ini aplikasi gimana sudah di update malah ngebugsaat kunjung toko saja suruh periksa internet anda pada baru isi kuota
azriel zholla,bagus
Andreas Ricky.c.,aplikasi nya bagus proses return mudah sayang gratis ongkirnya sekarang permanen cuman tengah atau di alih kan ke kargo kirim yang bisa sampai dalam sulit
Rifky Arab,sangat bantu dan flexybel
Alif Hadyan,marketplace teaik
rizky wahyu,kenapa pesan chat toko sekarang gak bisa di hapus iya dan tombol wishlist di hilang dulu belum update ada di belah tombol keranjang tolong kembali fitur-fitur sebut
Uyung Rakhmawan,mantaf sangat mrmbantu sekali
suwarto 354,toko pedi memang oke
Doel Halim Mansyur,oke
Badhor,koneksi ganggu terus kalo mau cek ke toko
asepa sahidallahr,good good
Hary Sanshou,sekarang jadi tambah ribetsemenjak gabung sama tiktokknp g sendiri saja
Yu Dhi,good
Bogel Qreens,tokopedia makin keren
Mohamad Rafli,baik
A4 Kk Pulco,best best aplikasi belanja onlinemasalah apa bisa tangan dengan cepat oleh pihak toped tanpa bertele-teletanpa rugi pihak mana belanja juga mudah harga banyak yg lumayan murah banding aplikasi oren belah yg kenal terlalu tele dalam tangan masalah tapi masalah gak pernah ada yg selesai tetap tahan dan tingkat terus prestasi wahai tokopedia bintang spesial untuk
Zidan AG,mau liat beberapa toko malah error muncul jaring buruk padahal jaring mah oke
fitri wulandari,nyoba dulu mudah gak banyak kecewa kayak toko oren
RUSNA WATI 11 RARA,mantap
Nurjaman Jamang,maslaah selesai aman pis gda kendala lagi di toko dia aman
Jaya Tekhnik,ayo tokpedtingkatkan terus fiturnyapermudah semua prosesnyaagar si hijau bisa lesat
Jaenu Dahlan,mantap
star king's,tokped kenapa jadi lot banget aplikasi nyanglag balik halaman langsung balik paling atascape scroll ngurutin dari atas lagi nyari produk nya
Har Santo,siip
teknokayo intermational,senang dan aman
CHamid Hamizan,bagus cuman kirim yg lama
Agung Sunarwan,barang bisa percaya
Kamal udin,oke
Susilo Sello,jozz
Porman Hardi,alkhamdulillah
Hilmi Syaputra,saran tolong sensor nomer dan alamat beli di resi seperti di toko belah
Ahmad Khanif,pakai limit sangat bantu
Sus Wae,gratis ongkirnya punya kok sudah gak ada admin admin
Khalisa Maulida,bagus sangat membantutapi berat lodingnya
naharyac,jual respon cepat ramah dan solutif
fadli uma pertiwi,toko dia pakai jasa kurir jne yang saya alami update barang sampai di mana sangat tidak jelas ini lah mengapa market plase lain geser
malik ridwan 1703,bagus tingkat kualitas dan kuantitas
andi fitriani,aplikasi bagus sekali
DIMORA,sejak di lepas milik asli makin kesini biaya admin ke jual gede dan promo belanja sudah pelit dan hanya seller yang pilih dan ikut program saja yang dapat promo bagi beli dan alhasil beli pun makin sepi
fiqri nurdin,aplikasi yg sangat berat selalu bugsistes kembali barang yg ribet
Nayla Septiyana,masih banyak ajar
SHOLEH,gg geming ygy
Sherlly Salsabilla,belanja dengan mudah
Rivo Haratio,oke
yuwono wibowo,transaksi yang sangat bantu karena mudah
Kang Apenk,oke
ian sagara,good
Rudi Cung,tracking tolong di rapiinsaat ini susah
Hendrik,oke
Banu Icam,tidak garcep selesai masalah barang atau kurir tidak bisa bantu tidak kalau tidak bisa bantu folowup expedisinya kasi terang nama kurir kalau akun lain seperti tiktok ad nama kurir minta bantu toko pediacare tapi tidak ada solusi malah ditutupterus apa guna toko dia care
Iron Man,iklan top ads bayar belum tentu lakupasang iklan susahudah gt hasil jual potong iklan juga belum tentu lakuekpedisi juga akan ubah tidak bisa digantiekpedisi sesuai pilih pembelinasib jual diabakainnasib dropshiper apa lagibye tokopediasemoga ada marketplace baru lagi
Syawal Aristo,lancar luncur
Intan Arum,bagus banget rekomendasi tidak terlalu murah tapi juga tidak mahal banget dan kurir ramah juga tidak kek oren
Eka Saputra,good
Khalifah zaezatul Faizah,terima kasih atas tangan nya saran nya untuk tokped depan nya buat supaya lebih aman lagi biar tidak ad jual yang tak benar
Azhar Iskandar,mantap
Rian Chopis,seruuu banget
A marwan Gunawan,biar bintang lah yang bicara
Muhammad Rajiq ghaiyyas,oke sekarang problem ada di bagi riwayat cari yang tidak bisa hapus
Syahidar,masalah kirim putar putar gak jelas padahal sudah sampe kota tuju masa gak gerak tidak ada solusi
bara lax,masih di pulau jawa tapi tidak dapet gratis ongkir
HANDRY HANDRY,oke
bang Bara,sangat bantu
Sudi Hidayati,bagus
Deny phentom03,chat tokped custmr servs tidak ada balas dari kemarin
Muhammad Rasyid,yoi
Mustami lombok,best
Ica Anisa,njajal sek kawan be ee enk apk nya
Lena,admin bonus coin ulas ada kok belum masuk iya untuk ini jadi bintang saya kurang dulu iya
ismanfajar hidayat,teaik
Imas Tia,aman dan percaya
Achmad Tumedi Deday,proses sangat mudah dan banyak promo sukses selalu tokopedia
Zen Zen,mantaf
Sri Yati,baik
Toni Blendang,nemuaskan
shankara chanel,oke
ELLY,aplikasi lumayan bagus tapi saya tidak bisa beri nilai yang lebih karena saya jarang belanja
Thofa Hd,semua olshop tidak ada fitur hapus riwayat belanja ada baik tokopedia jadi pelopor karena kadang orang dewasa beli barang yg hal ini tidak boleh lihat oleh anak terima kasih
Mustika Rini,coba dlu yaa kalau bagus tambah bintang lagi
Arya Aditama,bagus
Temas Iwan,lengkap
Cicik Yustina,kirim cepat kurir bsik nyaman barang sesuai pesan
Frendywan Dywan,mantap
Ecxa Rakharruan,mantab
Gondrong Dodhy,oke
istighroqu uc,aangat mudah
Erhandi Deynez Safa,sangat menganggumkan
Anisa,kok sekarang udah gaada gratis ongkir yaa
Kenzo Rafael,saran saya moga layan kembang terus agar guna menigkat seperti toko oren dan langgan tidak rasa keluh terus terus terima kasih
Dani Ramdani,aplikasi yg bagus mudah beli barang dan banyakin diskon voucher nya
ronce manince,mantabhbosss
Aas Askah,oke
Deri Hermawan,oke
Denis naufal amsyar,bagus
moMo. mWn,di akun malah tidak ada gratis ongkir walaupun toko sudah sedia layan gratis ongkir apakah ada yg sama
Dewi Mulyanah,guna
Nur Husaeni,tidak bisa pilih metode bayar transfer manual
Faza Butik,oklk
Daniel Serafin,teaik
Airlangga Bagja,bagus banget aplikasi nya guna buat belanja
andy praseyo,kerenn
M Haidir,oke
Tekno Android share,sangat batu sekali trimakasih
Rizkanova's Channel,mantap
